ビベヌ 	 Vivenne
コウモト・ノブアキ 	 Nobuaki Komoto
シラスギ・コウジ 	 Koji Shirasugi
ゴンダイ・ミツトシ 	 Mitsutoshi Gondai
無名 #1015704 	 Nameless #1015704
無名 #1015705 	 Nameless #1015705
無名 #1015706 	 Nameless #1015706
無名 #1015707 	 Nameless #1015707
無名 #1015708 	 Nameless #1015708
無名 #1015709 	 Nameless #1015709
無名 #1015711 	 Nameless #1015711
無名 #1015712 	 Nameless #1015712
無名 #1015719 	 Nameless #1015719
無名 #1015720 	 Nameless #1015720
無名 #1015724 	 Nameless #1015724
無名 #1015725 	 Nameless #1015725
素材屋 	 Material Supplier
無名 #1010486 	 Nameless #1010486
無名 #1010487 	 Nameless #1010487
リルル 	 Rilulu
リケケ 	 Rikeke
無名 #1010492 	 Nameless #1010492
ジョー 	 Joseph
無名 #1010498 	 Nameless #1010498
無名 #1010499 	 Nameless #1010499
無名 #1010500 	 Nameless #1010500
無名 #1010501 	 Nameless #1010501
ローランド 	 Roland
アミシア 	 Amycia
アベリナ 	 Abbelina
ス・ルーニ 	 S'llooni
無名 #1011026 	 Nameless #1011026
チョコボ厩務員 	 Chocobokeep
無名 #1011032 	 Nameless #1011032
無名 #1011034 	 Nameless #1011034
無名 #1011036 	 Nameless #1011036
グレッグ 	 Grege
無名 #1011042 	 Nameless #1011042
無名 #1011046 	 Nameless #1011046
無名 #1011048 	 Nameless #1011048
キングのエルマー 	 King Elmer III
クラブのオリフォル 	 Aurifort Of The Three Clubs
ハートのルヒトウィダ 	 Ruhtwyda Of The Three Hearts
スペードのジョナス 	 Jonas Of The Three Spades
ダイヤのグートウィント 	 Guhtwint Of The Three Diamonds
無名 #1011063 	 Nameless #1011063
無名 #1011064 	 Nameless #1011064
無名 #1011068 	 Nameless #1011068
無名 #1011070 	 Nameless #1011070
無名 #1011071 	 Nameless #1011071
無名 #1011072 	 Nameless #1011072
無名 #1011073 	 Nameless #1011073
テルビ・ケスルビ 	 Telbi Kesulbi
シナナ 	 Shinana
無名 #1011076 	 Nameless #1011076
無名 #1011077 	 Nameless #1011077
ヴェレダ 	 Veleda
無名 #1011085 	 Nameless #1011085
無名 #1011088 	 Nameless #1011088
無名 #1011089 	 Nameless #1011089
無名 #1011091 	 Nameless #1011091
無名 #1011092 	 Nameless #1011092
無名 #1011108 	 Nameless #1011108
ヘズディン 	 Hesdin
無名 #1011115 	 Nameless #1011115
無名 #1011117 	 Nameless #1011117
無名 #1011121 	 Nameless #1011121
無名 #1011132 	 Nameless #1011132
無名 #1011133 	 Nameless #1011133
無名 #1011138 	 Nameless #1011138
無名 #1011139 	 Nameless #1011139
レウェナ 	 Lewena
無名 #1011147 	 Nameless #1011147
ローランド 	 Roland
無名 #1011152 	 Nameless #1011152
無名 #1011153 	 Nameless #1011153
ローランド 	 Roland
ローランド 	 Roland
ミニオンマスター 	 Minion Master
オーフリー 	 Auphrey
無名 #1011597 	 Nameless #1011597
無名 #1011598 	 Nameless #1011598
無名 #1011599 	 Nameless #1011599
シムコック 	 Simcock
ローランド 	 Roland
無名 #1016292 	 Nameless #1016292
ウィスパー 	 Whisper
無名 #1019835 	 Nameless #1019835
無名 #1019836 	 Nameless #1019836
無名 #1019837 	 Nameless #1019837
無名 #1019838 	 Nameless #1019838
無名 #1019839 	 Nameless #1019839
無名 #1019847 	 Nameless #1019847
無名 #1019849 	 Nameless #1019849
無名 #1019851 	 Nameless #1019851
無名 #1026131 	 Nameless #1026131
無名 #1026132 	 Nameless #1026132
無名 #1026134 	 Nameless #1026134
無名 #1026135 	 Nameless #1026135
無名 #1026136 	 Nameless #1026136
無名 #1026138 	 Nameless #1026138
無名 #1026139 	 Nameless #1026139
無名 #1026140 	 Nameless #1026140
無名 #1026142 	 Nameless #1026142
無名 #1026143 	 Nameless #1026143
無名 #1026146 	 Nameless #1026146
無名 #1026147 	 Nameless #1026147
無名 #1028262 	 Nameless #1028262
無名 #1028263 	 Nameless #1028263
無名 #1028265 	 Nameless #1028265
無名 #1028266 	 Nameless #1028266
無名 #1028267 	 Nameless #1028267
無名 #1028270 	 Nameless #1028270
無名 #1028393 	 Nameless #1028393
無名 #1028394 	 Nameless #1028394
無名 #1028398 	 Nameless #1028398
無名 #1034576 	 Nameless #1034576
無名 #1034578 	 Nameless #1034578
無名 #1034579 	 Nameless #1034579
無名 #1034580 	 Nameless #1034580
無名 #1034581 	 Nameless #1034581
無名 #1034898 	 Nameless #1034898
無名 #1034899 	 Nameless #1034899
無名 #1034903 	 Nameless #1034903
無名 #1034905 	 Nameless #1034905
無名 #1034906 	 Nameless #1034906
無名 #1042838 	 Nameless #1042838
無名 #1042841 	 Nameless #1042841
無名 #1042842 	 Nameless #1042842
無名 #1042997 	 Nameless #1042997
無名 #1042998 	 Nameless #1042998
無名 #1042999 	 Nameless #1042999
無名 #1043001 	 Nameless #1043001
無名 #1043073 	 Nameless #1043073
無名 #1044899 	 Nameless #1044899
無名 #1044901 	 Nameless #1044901
無名 #1044902 	 Nameless #1044902
無名 #1044903 	 Nameless #1044903
無名 #1046322 	 Nameless #1046322
キピ・ジャッキヤ 	 Kipih Jakkya
人目を忍ぶ今紫色のカッパ 	 Violet Imp
卵黄色のクチバシをしたカッパ 	 Dreaming Imp
無名 #1049035 	 Nameless #1049035
無名 #1049036 	 Nameless #1049036
無名 #1049037 	 Nameless #1049037
無名 #1049038 	 Nameless #1049038
無名 #1049039 	 Nameless #1049039
無名 #1049040 	 Nameless #1049040
オリアー 	 Ollier
無名 #1049049 	 Nameless #1049049
無名 #1049050 	 Nameless #1049050
無名 #1049051 	 Nameless #1049051
無名 #1049052 	 Nameless #1049052
無名 #1049053 	 Nameless #1049053
無名 #1049054 	 Nameless #1049054
無名 #1049055 	 Nameless #1049055
マレヴォレント・ウィーゼル 	 Malevolent Weasel
無名 #1009698 	 Nameless #1009698
ミンフィリア 	 Minfilia
ウリエンジェ 	 Urianger
イダ 	 Yda
パパリモ 	 Papalymo
サンクレッド 	 Thancred
ヤ・シュトラ 	 Y'shtola
オリ 	 Aulie
アレンヴァルド 	 Arenvald
ア・アバ・ティア 	 A'aba Tia
ウナ・タユーン 	 Una Tayuun
ミンフィリア 	 Minfilia
イダ 	 Yda
パパリモ 	 Papalymo
サンクレッド 	 Thancred
ヤ・シュトラ 	 Y'shtola
ウリエンジェ 	 Urianger
ミンフィリア 	 Minfilia
イダ 	 Yda
パパリモ 	 Papalymo
サンクレッド 	 Thancred
ヤ・シュトラ 	 Y'shtola
ウリエンジェ 	 Urianger
ミンフィリア 	 Minfilia
イダ 	 Yda
パパリモ 	 Papalymo
サンクレッド 	 Thancred
ヤ・シュトラ 	 Y'shtola
ウリエンジェ 	 Urianger
ミンフィリア 	 Minfilia
ミンフィリア 	 Minfilia
ミンフィリア 	 Minfilia
ミンフィリア 	 Minfilia
ミンフィリア 	 Minfilia
ミンフィリア 	 Minfilia
無名 #1007354 	 Nameless #1007354
ア・アバ・ティア 	 A'aba Tia
オリ 	 Aulie
アレンヴァルド 	 Arenvald
ブレモンド 	 Brendt
無名 #1007360 	 Nameless #1007360
オリ 	 Aulie
アレンヴァルド 	 Arenvald
ウナ・タユーン 	 Una Tayuun
ブレモンド 	 Brendt
無名 #1007369 	 Nameless #1007369
オリ 	 Aulie
アレンヴァルド 	 Arenvald
ウナ・タユーン 	 Una Tayuun
リアヴィヌ 	 Liavinne
ブレモンデ 	 Brennan
無名 #1007378 	 Nameless #1007378
無名 #1007379 	 Nameless #1007379
ウリエンジェ 	 Urianger
ヤ・シュトラ 	 Y'shtola
サンクレッド 	 Thancred
ア・アバ・ティア 	 A'aba Tia
アレンヴァルド 	 Arenvald
ウナ・タユーン 	 Una Tayuun
リアヴィヌ 	 Liavinne
ハリベルト 	 Haribehrt
ビッグス 	 Biggs
ウェッジ 	 Wedge
ブレモンデ 	 Brennan
無名 #1007400 	 Nameless #1007400
イダ 	 Yda
パパリモ 	 Papalymo
ウリエンジェ 	 Urianger
ヤ・シュトラ 	 Y'shtola
サンクレッド 	 Thancred
ア・アバ・ティア 	 A'aba Tia
アレンヴァルド 	 Arenvald
ウナ・タユーン 	 Una Tayuun
クライブ 	 Clive
リアヴィヌ 	 Liavinne
ノラクシア 	 Noraxia
ハリベルト 	 Haribehrt
ビッグス 	 Biggs
ウェッジ 	 Wedge
ブレモンダ 	 Bremondt
無名 #1007423 	 Nameless #1007423
パパリモ 	 Papalymo
ウリエンジェ 	 Urianger
ア・アバ・ティア 	 A'aba Tia
オリ 	 Aulie
アレンヴァルド 	 Arenvald
ウナ・タユーン 	 Una Tayuun
クライブ 	 Clive
リアヴィヌ 	 Liavinne
ノラクシア 	 Noraxia
ハリベルト 	 Haribehrt
ビッグス 	 Biggs
ウェッジ 	 Wedge
ブレモンダ 	 Bremondt
無名 #1007448 	 Nameless #1007448
無名 #1007449 	 Nameless #1007449
ダリウステル 	 Dariustel
ノラクシア 	 Noraxia
イダ 	 Yda
ヤ・シュトラ 	 Y'shtola
アルフィノ 	 Alphinaud
シド 	 Cid
イダ 	 Yda
パパリモ 	 Papalymo
ヤ・シュトラ 	 Y'shtola
アルフィノ 	 Alphinaud
シド 	 Cid
タタル 	 Tataru
ビッグス 	 Biggs
ウェッジ 	 Wedge
無名 #1007491 	 Nameless #1007491
無名 #1007492 	 Nameless #1007492
イダ 	 Yda
パパリモ 	 Papalymo
ヤ・シュトラ 	 Y'shtola
アルフィノ 	 Alphinaud
ブレモンダ 	 Bremondt
ブレモンデ 	 Brennan
ブレモンド 	 Brendt
無名 #1007505 	 Nameless #1007505
無名 #1007506 	 Nameless #1007506
ダリウステル 	 Dariustel
イダ 	 Yda
パパリモ 	 Papalymo
ウリエンジェ 	 Urianger
ヤ・シュトラ 	 Y'shtola
サンクレッド 	 Thancred
アルフィノ 	 Alphinaud
シド 	 Cid
アレンヴァルド 	 Arenvald
ビッグス 	 Biggs
ウェッジ 	 Wedge
ブレモンダ 	 Bremondt
ブレモンデ 	 Brennan
ブレモンド 	 Brendt
ダリウステル 	 Dariustel
イリュド 	 Iliud
イダ 	 Yda
パパリモ 	 Papalymo
ヤ・シュトラ 	 Y'shtola
サンクレッド 	 Thancred
ビッグス 	 Biggs
ウェッジ 	 Wedge
アルフィノ 	 Alphinaud
フ・ラミン 	 F'lhaminn
ラウバーン 	 Raubahn
ピピン 	 Pipin
デュララ 	 Dewlala
ユウギリ 	 Yugiri
ゲルター 	 Gelther
ディディラタ 	 Didilata
ママネ 	 Mamane
ヒヒト 	 Hihito
ボボニマ 	 Bobonima
無名 #1001300 	 Nameless #1001300
メメナル 	 Memenaru
無名 #1001302 	 Nameless #1001302
無名 #1001303 	 Nameless #1001303
無名 #1001305 	 Nameless #1001305
マルテール 	 Marteire
ヴィアヌ 	 Elviane
エメリン 	 Emelin
ボタルフ 	 Botulf
無名 #1001314 	 Nameless #1001314
無名 #1001315 	 Nameless #1001315
無名 #1001316 	 Nameless #1001316
無名 #1001319 	 Nameless #1001319
無名 #1001321 	 Nameless #1001321
ポポリ 	 Popori
無名 #1001323 	 Nameless #1001323
無名 #1001325 	 Nameless #1001325
無名 #1001327 	 Nameless #1001327
無名 #1001330 	 Nameless #1001330
無名 #1001331 	 Nameless #1001331
無名 #1001332 	 Nameless #1001332
無名 #1001334 	 Nameless #1001334
無名 #1001335 	 Nameless #1001335
無名 #1001336 	 Nameless #1001336
無名 #1001338 	 Nameless #1001338
無名 #1001339 	 Nameless #1001339
無名 #1001341 	 Nameless #1001341
無名 #1001342 	 Nameless #1001342
無名 #1001343 	 Nameless #1001343
無名 #1001344 	 Nameless #1001344
無名 #1001346 	 Nameless #1001346
無名 #1001347 	 Nameless #1001347
無名 #1001348 	 Nameless #1001348
無名 #1001349 	 Nameless #1001349
無名 #1001350 	 Nameless #1001350
ララヨマ 	 Lalayoma
陽気な老人 	 Optimistic Octogenarian
無名 #1001356 	 Nameless #1001356
無名 #1001359 	 Nameless #1001359
無名 #1001360 	 Nameless #1001360
イードギサ 	 Eadgytha
無名 #1001363 	 Nameless #1001363
無名 #1001364 	 Nameless #1001364
無名 #1001367 	 Nameless #1001367
無名 #1001372 	 Nameless #1001372
無名 #1001373 	 Nameless #1001373
無名 #1001376 	 Nameless #1001376
無名 #1001378 	 Nameless #1001378
モブハント担当官 	 Hunt Billmaster
無名 #1001380 	 Nameless #1001380
無名 #1001381 	 Nameless #1001381
無名 #1001382 	 Nameless #1001382
無名 #1001383 	 Nameless #1001383
無名 #1001384 	 Nameless #1001384
無名 #1001386 	 Nameless #1001386
無名 #1001387 	 Nameless #1001387
無名 #1001391 	 Nameless #1001391
噂好きの冒険者 	 Garrulous Gossipmonger
無名 #1001625 	 Nameless #1001625
無名 #1001630 	 Nameless #1001630
無名 #1001631 	 Nameless #1001631
無名 #1001632 	 Nameless #1001632
無名 #1001633 	 Nameless #1001633
ミミオ少闘士 	 Mimio Mio
無名 #1001636 	 Nameless #1001636
無名 #1001638 	 Nameless #1001638
無名 #1001639 	 Nameless #1001639
無名 #1001640 	 Nameless #1001640
無名 #1001641 	 Nameless #1001641
無名 #1001642 	 Nameless #1001642
無名 #1001643 	 Nameless #1001643
無名 #1001644 	 Nameless #1001644
無名 #1001645 	 Nameless #1001645
エシルト 	 Essylt
無名 #1001648 	 Nameless #1001648
無名 #1001649 	 Nameless #1001649
無名 #1001651 	 Nameless #1001651
ケケザニ 	 Kekezani
無名 #1001699 	 Nameless #1001699
無名 #1001701 	 Nameless #1001701
無名 #1001705 	 Nameless #1001705
無名 #1001706 	 Nameless #1001706
無名 #1001757 	 Nameless #1001757
無名 #1001758 	 Nameless #1001758
無名 #1001835 	 Nameless #1001835
無名 #1001858 	 Nameless #1001858
ジェネット 	 Jenet
無名 #1001860 	 Nameless #1001860
無名 #1001861 	 Nameless #1001861
ヨシアス 	 Josias
エラスムス 	 Erasmus
ジャジャクタ 	 Jajakuta
ワイモンド 	 Wymond
シルバー・ネトル 	 Silver Nettle
アグニス 	 Agnys
アシュガナ貿易 ロリッヒ 	 Roarich
ユユタジ 	 Yuyutazi
ブブックリ 	 Bubukkuli
ツツモコ 	 Tutumoko
怪しい旅芸人 	 Shifty Thespian
ダンチョー 	 Impresario
小心者の曲芸師 	 Skittish Acrobat
マジックポット 	 Magic Pot
アムブリック大闘士 	 Ambric
ハバク・アルバク 	 Havak Alvak
あらくれの男 	 Beefy Businessman
執事王 	 Royal Seneschal
パパス 	 Papasu
ボタルフ 	 Botulf
ナナムコ 	 Nanamuko
シド 	 Cid
ミンフィリア 	 Minfilia
シド 	 Cid
アルフィノ 	 Alphinaud
ビッグス 	 Biggs
タタル 	 Tataru
アルフィノ 	 Alphinaud
ウェッジ 	 Wedge
オルセルフォ 	 Orselfaux
デュラル・ザラル 	 Dural Tharal
アルフィノ 	 Alphinaud
紅蓮祭実行委員 	 Moonfire Faire Chaperone
いかがわしい売り子 	 Shady Smock
無名 #1010349 	 Nameless #1010349
無名 #1010352 	 Nameless #1010352
マメット012P・プレゼンター 	 Mammet Dispensator #012P
マメット012P・プレゼンター 	 Mammet Dispensator #012P
サンクレッド 	 Thancred
律儀なメイド 	 Capitalistic Chambermaid
エッグクラッシャー 	 Shellshocker
エッグクラッシャー 	 Shellshocker
エッグクラッシャー 	 Shellshocker
執事王の侍女 	 Royal Handmaiden
執事王の侍従 	 Royal Servant
冒険者指導教官 	 The Smith
羽振りがよくない若者 	 Poor-heeled Youth
ミニオン好きの冒険者 	 Minion Enthusiast
無名 #1017820 	 Nameless #1017820
無名 #1018187 	 Nameless #1018187
無名 #1018364 	 Nameless #1018364
無名 #1018741 	 Nameless #1018741
無名 #1018742 	 Nameless #1018742
無名 #1018743 	 Nameless #1018743
無名 #1019657 	 Nameless #1019657
無名 #1019658 	 Nameless #1019658
無名 #1019659 	 Nameless #1019659
無名 #1019660 	 Nameless #1019660
デュラル・ザラル 	 Dural Tharal
異邦の詩人 	 Wandering Minstrel
情報通の冒険者 	 Well-informed Adventurer
落ち込んだ青年 	 Lamenting Lalafell
情報通の冒険者 	 Well-informed Adventurer
モモジゴ 	 Momozigo
執事王 	 Royal Seneschal
異邦の詩人 	 Wandering Minstrel
アスティン 	 Astin
ナナフォン 	 Nanaphon
情報通の冒険者 	 Well-informed Adventurer
ジャ・ベン・ティア 	 J'bhen Tia
無名 #1035198 	 Nameless #1035198
無名 #1035204 	 Nameless #1035204
異邦の詩人 	 Wandering Minstrel
キピ・ジャッキヤ 	 Kipih Jakkya
情報通の冒険者 	 Well-informed Adventurer
異邦の詩人 	 Wandering Minstrel
情報通の冒険者 	 Well-informed Adventurer
キルフフ 	 Kilfufu
フォルティン 	 Fortin
ロドルフ 	 Rodolph
無名 #1044860 	 Nameless #1044860
情報通の冒険者 	 Well-informed Adventurer
無名 #1045076 	 Nameless #1045076
無名 #1045228 	 Nameless #1045228
無名 #1045229 	 Nameless #1045229
異邦の詩人 	 Wandering Minstrel
執事王 	 Royal Seneschal
アルデムンド 	 Aldemund
情報通の冒険者 	 Well-informed Adventurer
情報通の冒険者 	 Well-informed Adventurer
お祭り好きの都市民 	 Ebullient Citizen
マラベル 	 Marabel
デュラル・ザラル 	 Dural Tharal
三歌姫の熱心なファン 	 Songbirds Fanatic
リセ 	 Lyse
ユウギリ 	 Yugiri
無名 #1058073 	 Nameless #1058073
無名 #1058074 	 Nameless #1058074
無名 #1058075 	 Nameless #1058075
無名 #1058076 	 Nameless #1058076
無名 #1058077 	 Nameless #1058077
無名 #1058078 	 Nameless #1058078
ザザリック 	 Zazarikku
無名 #1001296 	 Nameless #1001296
ビビチュア 	 Bibichua
クルックド・ハフト 	 Crooked Haft
不安げな婦人 	 Nervous Nanny
声を潜める商人 	 Muttering Merchant
無名 #1001655 	 Nameless #1001655
無名 #1001658 	 Nameless #1001658
無名 #1001659 	 Nameless #1001659
無名 #1001660 	 Nameless #1001660
無名 #1001661 	 Nameless #1001661
無名 #1001664 	 Nameless #1001664
無名 #1001665 	 Nameless #1001665
無名 #1001669 	 Nameless #1001669
無名 #1001672 	 Nameless #1001672
無名 #1001673 	 Nameless #1001673
無名 #1001674 	 Nameless #1001674
ジュネヴィーヴ 	 Genevieve
ビター・スノー 	 Bitter Snow
無名 #1001683 	 Nameless #1001683
無名 #1001684 	 Nameless #1001684
エーセルワイン 	 Aethelwine
イエロー・ムーン 	 Yellow Moon
エスデリーヌ 	 Esdeline
ジェリオン 	 Jellion
無名 #1001696 	 Nameless #1001696
ソソッタ 	 Sosotta
ラーキング・リーチ 	 Lurking Leech
無名 #1001716 	 Nameless #1001716
無名 #1001717 	 Nameless #1001717
無名 #1001718 	 Nameless #1001718
無名 #1001720 	 Nameless #1001720
無名 #1001722 	 Nameless #1001722
無名 #1001723 	 Nameless #1001723
無名 #1001725 	 Nameless #1001725
無名 #1001726 	 Nameless #1001726
無名 #1001727 	 Nameless #1001727
無名 #1001728 	 Nameless #1001728
無名 #1001730 	 Nameless #1001730
無名 #1001732 	 Nameless #1001732
無名 #1001733 	 Nameless #1001733
無名 #1001736 	 Nameless #1001736
無名 #1001738 	 Nameless #1001738
無名 #1001740 	 Nameless #1001740
無名 #1001742 	 Nameless #1001742
無名 #1001744 	 Nameless #1001744
無名 #1001745 	 Nameless #1001745
無名 #1001753 	 Nameless #1001753
無名 #1001754 	 Nameless #1001754
無名 #1001755 	 Nameless #1001755
無名 #1001756 	 Nameless #1001756
無名 #1001761 	 Nameless #1001761
無名 #1001763 	 Nameless #1001763
無名 #1001765 	 Nameless #1001765
エールウィン 	 Alewyn
無名 #1001768 	 Nameless #1001768
無名 #1001769 	 Nameless #1001769
無名 #1001770 	 Nameless #1001770
無名 #1001771 	 Nameless #1001771
無名 #1001773 	 Nameless #1001773
無名 #1001817 	 Nameless #1001817
無名 #1001818 	 Nameless #1001818
無名 #1001823 	 Nameless #1001823
無名 #1001827 	 Nameless #1001827
無名 #1001828 	 Nameless #1001828
無名 #1001829 	 Nameless #1001829
無名 #1001830 	 Nameless #1001830
無名 #1001840 	 Nameless #1001840
無名 #1001841 	 Nameless #1001841
無名 #1001846 	 Nameless #1001846
無名 #1001848 	 Nameless #1001848
無名 #1001853 	 Nameless #1001853
無名 #1001855 	 Nameless #1001855
無名 #1001856 	 Nameless #1001856
ユユバヤ 	 Yuyubaya
無名 #1001892 	 Nameless #1001892
無名 #1001893 	 Nameless #1001893
無名 #1001895 	 Nameless #1001895
無名 #1001896 	 Nameless #1001896
無名 #1001901 	 Nameless #1001901
無名 #1001902 	 Nameless #1001902
無名 #1001903 	 Nameless #1001903
無名 #1001905 	 Nameless #1001905
無名 #1001906 	 Nameless #1001906
無名 #1001907 	 Nameless #1001907
無名 #1001908 	 Nameless #1001908
無名 #1001909 	 Nameless #1001909
無名 #1001911 	 Nameless #1001911
無名 #1001912 	 Nameless #1001912
無名 #1001913 	 Nameless #1001913
オーベレト 	 Aubelet
無名 #1001927 	 Nameless #1001927
無名 #1001928 	 Nameless #1001928
無名 #1001929 	 Nameless #1001929
無名 #1001932 	 Nameless #1001932
無名 #1001933 	 Nameless #1001933
ファストレッド 	 Fastred
コージャル・スパイダー 	 Cordial Spider
ドゥドゥムン 	 Dodomun
ボボラン 	 Bobolan
レレロト 	 Rereroto
リューシュ 	 Leucu
無名 #1001946 	 Nameless #1001946
無名 #1001947 	 Nameless #1001947
無名 #1001948 	 Nameless #1001948
ルルレム 	 Rururemu
無名 #1001953 	 Nameless #1001953
無名 #1001954 	 Nameless #1001954
無名 #1001955 	 Nameless #1001955
無名 #1001961 	 Nameless #1001961
無名 #1001962 	 Nameless #1001962
道具屋 ヨヨバサ 	 Yoyobasa
ウォルカン 	 Wolkan
テテシャン 	 Teteshan
コルネル 	 Cornell
ララグン 	 Raragun
メメデス 	 Memedesu
シボルド 	 Sibold
ジュリアナ 	 Juliana
ノノメダ 	 Nonomeda
無名 #1010348 	 Nameless #1010348
エリー 	 Ellie
無名 #1026923 	 Nameless #1026923
ドロイン 	 Droyn
人相の悪い男 	 Conniving Ne'er-do-well
ジャ・ベン・ティア 	 J'bhen Tia
アスティン 	 Astin
無名 #1042823 	 Nameless #1042823
無名 #1042824 	 Nameless #1042824
ミミナ 	 Mimina
無名 #1001985 	 Nameless #1001985
無名 #1001986 	 Nameless #1001986
無名 #1001987 	 Nameless #1001987
無名 #1001988 	 Nameless #1001988
無名 #1001989 	 Nameless #1001989
無名 #1001990 	 Nameless #1001990
オスェル 	 Oswell
無名 #1001993 	 Nameless #1001993
無名 #1001994 	 Nameless #1001994
無名 #1001995 	 Nameless #1001995
ソリタリー・エルク 	 Solitary Elk
無名 #1001997 	 Nameless #1001997
無名 #1001998 	 Nameless #1001998
無名 #1001999 	 Nameless #1001999
無名 #1002000 	 Nameless #1002000
イメ 	 Imme
無名 #1002002 	 Nameless #1002002
スラッガー 	 Slugger
グントラム 	 Guntram
無名 #1002009 	 Nameless #1002009
無名 #1002010 	 Nameless #1002010
無名 #1002017 	 Nameless #1002017
無名 #1002018 	 Nameless #1002018
センミン 	 Cenmin
ファファフォノ 	 Fafafono
無名 #1002028 	 Nameless #1002028
無名 #1002029 	 Nameless #1002029
ダニェル 	 Danyell
無名 #1002031 	 Nameless #1002031
無名 #1002037 	 Nameless #1002037
無名 #1002038 	 Nameless #1002038
無名 #1002040 	 Nameless #1002040
無名 #1002041 	 Nameless #1002041
パパトリ 	 Papatori
ガルフリダス 	 Galfridus
無名 #1002045 	 Nameless #1002045
無名 #1002046 	 Nameless #1002046
スポッテッド・メドウ 	 Spotted Meadow
無名 #1002048 	 Nameless #1002048
アデラード 	 Adelard
無名 #1002050 	 Nameless #1002050
無名 #1002051 	 Nameless #1002051
無名 #1002053 	 Nameless #1002053
ズズティロ 	 Zuzutyro
無名 #1002057 	 Nameless #1002057
ドランケン・スタグ 	 Drunken Stag
トリッド・ウィスパー 	 Torrid Whisper
チェチェザン 	 Chechezan
ダダネン 	 Dadanen
トトルナ 	 Totoruna
ヌヌゾフ 	 Nunuzofu
ラッフ 	 Raffe
オスメント 	 Osment
エダリーン 	 Edalene
メリルダ 	 Merilda
無名 #1002072 	 Nameless #1002072
無名 #1002073 	 Nameless #1002073
無名 #1002284 	 Nameless #1002284
鉄灯団の衛兵 	 Stone Torch
無名 #1002290 	 Nameless #1002290
無名 #1002291 	 Nameless #1002291
無名 #1002293 	 Nameless #1002293
無名 #1002294 	 Nameless #1002294
無名 #1003686 	 Nameless #1003686
無名 #1003687 	 Nameless #1003687
無名 #1003688 	 Nameless #1003688
無名 #1003691 	 Nameless #1003691
無名 #1003692 	 Nameless #1003692
無名 #1003693 	 Nameless #1003693
無名 #1003694 	 Nameless #1003694
無名 #1003695 	 Nameless #1003695
無名 #1003696 	 Nameless #1003696
無名 #1003697 	 Nameless #1003697
無名 #1003698 	 Nameless #1003698
無名 #1003699 	 Nameless #1003699
無名 #1003700 	 Nameless #1003700
無名 #1003701 	 Nameless #1003701
無名 #1003702 	 Nameless #1003702
無名 #1003703 	 Nameless #1003703
無名 #1003704 	 Nameless #1003704
無名 #1003706 	 Nameless #1003706
無名 #1003708 	 Nameless #1003708
無名 #1003709 	 Nameless #1003709
無名 #1003710 	 Nameless #1003710
無名 #1003711 	 Nameless #1003711
無名 #1003712 	 Nameless #1003712
無名 #1003713 	 Nameless #1003713
無名 #1003714 	 Nameless #1003714
無名 #1003715 	 Nameless #1003715
無名 #1003716 	 Nameless #1003716
無名 #1003717 	 Nameless #1003717
無名 #1003718 	 Nameless #1003718
無名 #1003719 	 Nameless #1003719
無名 #1003721 	 Nameless #1003721
無名 #1003728 	 Nameless #1003728
無名 #1003729 	 Nameless #1003729
無名 #1003730 	 Nameless #1003730
無名 #1003731 	 Nameless #1003731
無名 #1003734 	 Nameless #1003734
無名 #1003739 	 Nameless #1003739
無名 #1003741 	 Nameless #1003741
無名 #1003742 	 Nameless #1003742
無名 #1003743 	 Nameless #1003743
無名 #1003750 	 Nameless #1003750
無名 #1003751 	 Nameless #1003751
無名 #1003753 	 Nameless #1003753
無名 #1003754 	 Nameless #1003754
無名 #1003755 	 Nameless #1003755
無名 #1003757 	 Nameless #1003757
無名 #1003758 	 Nameless #1003758
無名 #1003760 	 Nameless #1003760
無名 #1003761 	 Nameless #1003761
無名 #1003768 	 Nameless #1003768
無名 #1003773 	 Nameless #1003773
無名 #1003774 	 Nameless #1003774
無名 #1003776 	 Nameless #1003776
無名 #1003777 	 Nameless #1003777
無名 #1003795 	 Nameless #1003795
無名 #1003796 	 Nameless #1003796
無名 #1003797 	 Nameless #1003797
無名 #1003798 	 Nameless #1003798
無名 #1003799 	 Nameless #1003799
無名 #1003800 	 Nameless #1003800
無名 #1003801 	 Nameless #1003801
無名 #1003802 	 Nameless #1003802
無名 #1003803 	 Nameless #1003803
無名 #1003805 	 Nameless #1003805
無名 #1003806 	 Nameless #1003806
無名 #1003808 	 Nameless #1003808
無名 #1003809 	 Nameless #1003809
オリヴァー 	 Olyver
無名 #1003811 	 Nameless #1003811
無名 #1003812 	 Nameless #1003812
ノノンゾ 	 Nononzo
ギギヨン 	 Gigiyon
無名 #1004013 	 Nameless #1004013
無名 #1004014 	 Nameless #1004014
無名 #1004016 	 Nameless #1004016
無名 #1004017 	 Nameless #1004017
無名 #1004018 	 Nameless #1004018
無名 #1004020 	 Nameless #1004020
無名 #1004021 	 Nameless #1004021
無名 #1004022 	 Nameless #1004022
無名 #1004023 	 Nameless #1004023
無名 #1004024 	 Nameless #1004024
無名 #1004025 	 Nameless #1004025
無名 #1004026 	 Nameless #1004026
無名 #1004027 	 Nameless #1004027
無名 #1004028 	 Nameless #1004028
無名 #1004030 	 Nameless #1004030
無名 #1004033 	 Nameless #1004033
無名 #1004034 	 Nameless #1004034
